id,name,description,city,state
42887,"VOLKMER, HAROLD L.",,HANNIBAL,MO
42898,D.C. CATHOLIC CONFERENCE,,WASHINGTON,DC
42901,SABRE GLBL INC.,Technology Company,Southlake,TX
42923,"EASTMAN, PENNY",,FALLS CHURCH,VA
42934,"KILSHAW, HAL P.",,BATON ROUGE,LA
42945,GKV ASSOCIATES OF MCLEAN LLC,,MCLEAN,VA
42980,USA-ITA DBA UNITED STATES FASHION INDUSTRY ASSOCIATION,,Washington,DC
43002,"SUMMERS, WILLIAM C.",,,DC
43013,"MORENO, LISA",,WASHINGTON,DC
43024,MS. BARBARA RAIMONDO,Advocacy on behalf of deaf and hard of hearing children,Washington Grove,MD
43035,"WARNER, ANN D.",,ALEXANDRIA,VA
43046,NATL ACADEMY OF SCIENCES,,WASHINGTON,DC
43057,"CONLEY, JEFFREY B.",,WASHINGTON,DC
43068,RPB CO,,SPRINGFIELD,VA
43070,WASHINGTON POLICY & ANALYSIS,,WASHINGTON,DC
43081,"TRUEPOSITION, INC",,NEW YORK,NY
43092,KAISER/GROUP HEALTH,,SEATTLE,WA
43115,"PAULL, IRA",,WASHINGTON,DC
43183,LINTON,,,DC
43194,"DEFORE, RONALD H.",,WASHINGTON,DC
43206,"GRACE, MARK",,WASHINGTON,DC
43217,"BAGWELL, JOHN W.",,WASHINGTON,DC
43228,"PARSANS, LISA J.",,WASHINGTON,DC
43252,CAPITOLINK,,WASHINGTON,DC
43263,MCA ENTERPRISES,,WASHINGTON,DC
43274,NATIONAL ENVIRONMENTAL TRUST,,WASHINGTON,DC
43285,FEDEX CORPORATION,transportation & delivery services,WASHINGTON,DC
43308,WILLIAMS JANOV & COONEY,,ALBUQUERQUE,NM
43310,ROBERTSON GROSSWILER & CO,,PORTLAND,OR
43321,NATL TECHNICAL SERVICES ASSN,,EDISON,NJ
43343,CASCADE ASSOCIATES,Consulting/lobbying firm.,WASHINGTON,DC
43354,COMMUNITY BUILDERS,,WASHINGTON,DC
43376,RICCHETTI & ASSOC,,WASHINGTON,DC
43387,"ASIA ASSOCIATES, INCORPORATED",,CHAMBERSBURG,PA
43398,JORDEN BURT LLP,Law firm with a federal government relations department,WASHINGTON,DC
43401,PUERTO RICO USA FOUNDATION,,SOUTHERN PINES,SC
43412,FIRSTPLUS FINANCIAL GROUP,,IRVING,TX
43423,MASTER DAIRIES INC,,ANNANDALE,VA
43434,"KATHLEEN WINN & ASSOCIATES, INC.",government relations consulting,Washington DC,DC
43445,CARNEGIE MELLON UNIVERSITY,,PITTSBURGH,PA
43456,DAVID F. GODFREY,Real Estate Development Consulting,ALEXANDRIA,VA
43467,KN ENERGY,,WASHINGTON,DC
43478,PLUTONIUM CHALLENGE,,WASHINGTON,DC
43480,PALADIN INTL CORP,,BEAUFORT,NC
43491,DAVID FUNDERBURK,lobbying Congress on senior's issues,Southern Pines,NC
43503,POTOMAC STRATEGIES & ANALYSIS,,GALESVILLE,MD
43514,US MARINE REPAIR,,ALEXANDRIA,VA
43525,PACIFIC PUBLIC AFFAIRS,,SEATTLE,WA
43536,"ASSOCIATION OF WOMEN'S HEALTH, OBSTETRIC AND NEONATAL NURSES",,Washington,DC
43558,JENKENS & GILCHRIST,,WASHINGTON,DC
43560,"THE ICKES AND ENRIGHT GROUP, INC.",Government relations.,Washington,DC
43571,WATKINS LUDLAM WINTER & STENNIS,,JACKSON,MS
43582,"COLLINS, JOHN J.",,WASHINGTON,DC
43593,PUBLIC/PRIVATE POLICY ANALYSIS,,FAIRFAX,VA
43605,"MICHELSON,  LAW OFFICE OF STUART R.",,FT LAUDERDALE,FL
43616,CURATORS OF THE UNIVERSITY OF MISSOURI,,COLUMBIA,MO
43627,INTERNET ALLIANCE,,WASHINGTON,DC
43638,MICHAEL SAULS,government and business relations.,Alexandria,VA
43640,DENNIS FOREMAN,Business and government relations,Front Royal,VA
43651,LEGISLATIVE STRATEGIES GROUP,,WASHINGTON,DC
43662,KENNECOTT SERVICES CO,,WASHINGTON,DC
43673,AMERICAN BIOENERGY ASSN,,WASHINGTON,DC
43684,WASHINGTON MUTUAL INC.,,SEATTLE,WA
43695,"PERRY, SUSAN B.",,WASHINGTON,DC
43707,AMERICAN ASSN OF DIABETES EDUCATORS,,CHICAGO,IL
43718,DIABETES TREATMENT CENTERS OF AMERICA (DTCA),,WASHINGTON,DC
43720,GERALD EDWARD UDWIN,,,DC
43742,LAW OFFICES OF J,,,DC
43753,MR. MICHAEL ISKOWITZ,,Washington,DC
43764,FIRSTENERGY CORP,Utility,AKRON,OH
43775,"CARMEN, GERALD P.",,WASHINGTON,DC
43797,WATSON & RENNER,,WASHINGTON,DC
43822,"AMNESTY INTERNATIONAL OF THE USA, INC.",,New York,NY
43833,WEC ENERGY GROUP,Electric and natural gas utility.,WASHINGTON,DC
43844,METROPOLITAN ANESTHESIA NETWORK L.L.P.,,MINNEAPOLIS,MN
43855,JULYAN & JULYAN,,WASHINGTON,DC
43877,"MUGLER, JOHN F.",,ALEXANDRIA,VA
43888,"CHICOINE & HALLETT, P.S.",,SEATTLE,WA
43902,KASTEN & CO,,WASHINGTON,DC
43957,"SMITH, C. WILLIAM",,WASHINGTON,DC
43970,TULANE UNIVERSITY OF LOUISIANA,Higher Education,NEW ORLEANS,LA
43992,"SMEETON, THOMAS R.",,BURKE,VA
44014,FOGNANI & FAUGHT PLLC,"Natural Resources, Environmental Legal",DENVER,CO
44025,ADAMS & ZOTTARELLI,,AUSTIN,TX
44036,"BICKLEY, SHARLA",,ARLINGTON,VA
44047,RODRIQUEZ & ASSOC,,WASHINGTON,DC
44058,FELTZED/SEABOLT,,WASHINGTON,DC
44060,RUVOLO & ASSOC,,TOLEDO,OH
44071,ECONOMIC CONSULTING SERVICES,,WASHINGTON,DC
44082,CAPITOL BROADCASTING CO,,RALEIGH,NC
44093,TRANSAMERICA COMPANIES,"Insurance, investment products, and retirement accounts",WASHINGTON,DC
44138,"WICKERT, WILLIAM E. JR",,WHITE STONE,VA
44151,VALUJET AIRLINES,,,DC
44162,MURPHY FRAZER & SELFRIDGE,,WASHINGTON,DC
44173,STOLL STOLL BERNE LOKTING & SCHLACTER,,PORTLAND,OR
44195,"FILLER, MARSHALL S.",,ALEXANDRIA,VA
44207,ODWYER & BERNSTEIN,,NEW YORK,NY
44218,"SEDNEY, DIANA L.",,FALLS CHURCH,VA
44220,FARRAGUT INTL,,WASHINGTON,DC
44231,INTELSAT US LLC,Satellite services provider.,McLean,VA
44242,BROUGHTON WILKINS WEBB & SUGG,,RALEIGH,NC
44253,INNERVISIONS MARKETING & MEDIA CONSULTANTS,,WASHINGTON,DC
44264,SCHOENBERG FISHER NEWMAN & ROSENBERG,,CHICAGO,IL
44275,GOLDEN HORIZONS,,WASHINGTON,DC
44297,"WELCH, EDMUND B.",,ARLINGTON,VA
44300,"CISCO SYSTEMS, INC",,WASHINGTON,DC
44311,CEI  SYSTEMS,,ARLINGTON,VA
44322,MS. LYDIA HOFER,Independent Consulting & Legislative Services,WASHINGTON,DC
44333,"BEVELS CONSULTING, TERRY",,WASHINGTON,DC
44344,SHEILA HIXSON,Lobbying for Independent Pharmacies,Silver Spring,MD
44355,TRAVEL GOODS ASSOCIATION,,PRINCETON,NJ
44377,BURLEY & DARK LEAF TOBACCO ASSN,,WASHINGTON,DC
44388,"BORK, ROBERT H.",,WASHINGTON,DC
44390,C/R INTL,,WASHINGTON,DC
44402,CIBA CORPORATION (FORMERLY CIBA SPECIALTY CHEMICALS),,TARRYTOWN,NY
44413,MORRILL & ASSOCIATES,,CHICAGO,IL
44457,INDEPENDENT PILOTS ASSN,,LOUISVILLE,KY
44468,AMERICAN BANKERS INSURANCE ASSOCIATION,Not-for-profit trade association,Washington,DC
44470,SHARPS & ASSOC,,LOUISVILLE,KY
44492,"COPELAND, GREG",,ALEXANDRIA,VA
44504,HIGH SPEED GROUND TRANSPORTATION ASSN,,WASHINGTON,DC
44515,SIMON,,,DC
44526,"FLANAGAN, MICHAEL P",,CHICAGO,IL
44537,"RTI INTERNATIONAL METALS, INC.",,NILES,OH
44548,DE BERNARDO LAW FIRM,,CHARLOTTE,NC
44550,MR. GARY BARBOUR,legislative and regulatory issues,"Washington, DC",DC
44561,AMERICAN MEDICAL REHABILITATION PROVIDERS ASSOCIATION,Executive Vice President of Government Relations & Policy Development,WASHINGTON,DC
44572,"GARCIA, ROBERT",,WASHINGTON,DC
44583,"FRIEDMAN, STEVEN",,,DC
44594,"ERIKSON, J LANCE",,,DC
44606,"GWYN, LINDA J",,,DC
44617,"MONTGOMERY, JIM",,,DC
44628,OTERO GLOBAL RESOURCES,12/31/00,WASHINGTON,DC
44641,"BROWN WINICK GRAVES GROSS, AND BASKERVILLE PLC",Law firm,Des Moines,IA
44652,"BOEL, JANINA Z.",,ANACORTES,WA
44674,"WARD AND SMITH, P.A.",law firm,New Bern,NC
44685,"CANN, GERALD A.",,ROCKVILLE,MD
44696,"GIS ASSOCIATES, INC",government consultant,PITTSBURGH,PA
44708,CENDANT CORP,,Washington,DC
44710,AMSOUTH BANCORPORATION,,BIRMINGHAM,AL
44721,QUINLAN & CRISHAM,,CHICAGO,IL
44732,AMERICAN SUGAR ALLIANCE,,ARLINGTON,VA
44743,"SINDT, ROBERT",,WASHINGTON,DC
44754,MR. SAM HAMMONS,,Arcadia,OK
44765,SECURITY TRADERS ASSN,,NEW YORK,NY
44776,J. MONTGOMERY ASSOCIATES,Government affairs consulting and lobbying,BETHESDA,MD
44787,"MOORHEAD, CARLOS JOHN",,GLENDALE,CA
44801,SDS GROUP,,AVON,IN
44812,"FIERCE, ISAKOWITZ & BLALOCK",Government Relations and Consulting,Washington,DC
44823,IMC GLOBAL,12/31/04,WASHINGTON,DC
44834,TEXAS WINDSTORM INSURANCE ASSN,,AUSTIN,TX
44845,CLARK THOMAS & WINTERS,,AUSTIN,TX
44856,"QUAAL CO, WARD L.",,CHICAGO,IL
44878,"MARRA, MARY E.",,WASHINGTON,DC
44880,COLUMBIA CONSULTING GROUP,,WASHINGTON,DC
44891,ASSN MANAGERS,,SPRINGFIELD,VA
44903,NATL COALITION AGAINST CHILD SEXUAL ABUSE,,HOUSTON,TX
44914,"THE LAURIN BAKER GROUP, LLC",lobbying firm,Arlington,VA
44925,"VAGLEY, KAREN S.",,MCLEAN,VA
44936,BOYLAN BROWN CODE FOWLER VIGDOR & WILSON,,ROCHESTER,NY
44947,"FARM BUREAU MUTUAL INSURANCE COMPANY OF ARKANSAS, INC.",,LITTLE ROCK,AR
44960,"FEATHERSTONHAUGH,WILEY & CLYNE, LLP (FKA FEATHERSTONHAUGH, CONWAY, WILEY & CLYNE",Law/Lobbying Firm,ALBANY,NY
44971,"DAWSON & ASSOCIATES, INC.",Government relations,WASHINGTON,DC
44982,MCMURRAY & ASSOC,,GREAT FALLS,VA
44993,"MARTINEZ, ANTONIO C. II  LLC",ATTORNEY/GOVERNMENT RELATIONS CONSULTANT,Croton on Hudson,NY
45004,"DOMINION ENERGY, INC.",energy,WASHINGTON,DC
45015,"KAR ASSOCIATES, LLC",Public policy consulting firm,Placerville,CO
45026,"BGL ASSOCIATES, THOMAS GILLESPIE",Transportation,Chevy Chase,MD
45037,NATL ASSN OF ADULT BUSINESSES,,POMPANO BEACH,FL
45048,"BUCHANAN, ROBERT L.",,WASHINGTON,DC
45061,HIGH PLAINS CORP,,WICHITA,KS
45083,CENTER FOR REPRODUCTIVE RIGHTS,,NEW YORK,NY
45094,"ENRIGHT, TOM",,STOCKRIDGE,GA
45106,"SHOOK, HARDY & BACON, LLP",Law Firm,WASHINGTON,DC
45117,CHARTER BEHAVIORAL HEALTH SYSTEMS,,ALPHARETTA,GA
45128,"HEALTHPARTNERS, INC.",HEALTH CARE AND HEALTH INSURANCE,BLOOMINGTON,MN
45130,"GORDON, ARATA, MCCOLLAM, DUPLANTIS & EAGAN",,BATON ROUGE,LA
45141,STEVENS & LEE,,Reading,PA
45152,HOLDEN BOSWORTH CO,,HINGHAM,MA
45163,OCHOA & SILLAS,,SACRAMENTO,CA
45174,"ROSENBAUM, ALBERT B.",,OAKTON,VA
45185,ALCAN ALUMINUM CORP,,CLEVELAND,OH
45196,MONTGOMERY GROUP,,ALEXANDRIA,VA
45208,ESSAR STEEL ALGOMA INC.,,SAULT STE. MARIE,ON
45210,KIMBERLY PARKER,Independent consultant,Laurel,MD
45221,JAS MERRITT ENTERPRISES,,WILMINGTON,NC
45232,DEKIEFFER & HORGAN,Law Firm,Washington,DC
45243,MR. WILLIAM ZAVARELLO,general consulting,WASHINGTON,DC
45254,"LINDLEY, JONATHAN",,ALEXANDRIA,VA
45265,PROGRESSIVE PACIFIC PARTNERSHIPS,,BETHESDA,MD
45276,SIERRA MILITARY HEALTH SERVICES,,BALTIMORE,MD
45287,"BATOFF ASSOCIATES, WILLIAM",,PHILADELPHIA,PA
45298,BUTZEL LONG TIGHE PATTON PLLC,Law firm.,Washington,DC
45301,FUJIFILM HOLDINGS AMERICA CORPORATION,,VALHALLA,NY
45312,AMERICAN COLLEGE OF SURGEONS,Lobbyist,WASHINGTON,DC
45323,SARNOFF CORP,,ARLINGTON,VA
45334,"MAKIN, ROB",,SEATTLE,WA
45345,"CARPENTIER, GARY",,LAS VEGAS,NV
45356,WESTON SOLUTIONS INCORPORATED,,WASHINGTON,DC
45378,AMERICAN SOCIETY OF INTERIOR DESIGNERS,A nonprofit association which advances the interior design profession.,WASHINGTON,DC
45380,NATL STRATEGIES INC (ROGER D. MOE),,ERSKINE,MN
45391,OCHSNER CLINIC FOUNDATION,,NEW ORLEANS,LA
45414,"GHAZAL & ASSOCIATES, LLC",Government Relations,WASHINGTON,DC
45425,LOUISIANA-PACIFIC CORP,,WASHINGTON,DC
45436,BROOCKS BAKER & LANGE,,HOUSTON,TX
45447,JOLLEY WALSH HURLEY RAISHER & ROHER,,KANSAS CITY,MO
45458,SIERRA HEALTH SERVICES,06/30/2007,LAS VEGAS,NV
45471,KIDSPEACE CORPORATION,,SCHNECKSVILLE,PA
45482,SCRIPPS HOWARD BROADCASTING CO,,PALM BEACH,FL
45493,CURSON KOOPERSMITH PARTNERS,,PHILADELPHIA,PA
45516,CONOR COMMUNICATIONS,,CHICAGO,IL
45527,MEZZULLO & MCCANDLISH,,RICHMOND,VA
45538,NATL GULF WAR RESOURCE CENTER,,SILVER SPRINGS,MD
45540,LOTUS DEVELOPMENT CORP,,WASHINGTON,DC
45551,EDUCATION CONSORTIUM CO,,ARLINGTON,VA
45562,"CHRISTENSEN, SUSAN M.",,ARLINGTON,VA
45573,"ARNETT & ASSOC, BRENDA",,HOUSTON,TX
45584,"PROSPACE AMERICA, INC",,BELLEVILLE,IL
45595,SUZIE BREWSTER & ASSOCIATES,Government Relations Consulting,edmond,OK
45607,BENDICH STOBAUGH & STRONG,,SEATTLE,WA
45618,NEWMARKET SERVICES,Petroleum additive company,Washington,DC
45620,BOOMERS USA,,ANNANDALE,VA
45631,RADIO-TELEVISION NEWS DIRECTORS ASSOCIATION,,Fredericksburg,VA
45642,CITIZENS FOR AN ALTERNATIVE TAX SYSTEM,,CLEARWATER,FL
45653,THE FEDERAL AFFAIRS OFFICE,government relations,Washington,DC
45664,"MORRELL, KAY ALLAN",,GERMANTOWN,MD
45686,HEALTH POLICY STRATEGIES,,ALEXANDRIA,VA
45697,KACHEMAK RESEARCH DEVELOPMENT,,FRITZ CREEK,AK
45700,VICKERY INTL,,WASHINGTON,DC
45711,ANALYTICAL & LIFE SCIENCE SYSTEMS ASSN,,ALEXANDRIA,VA
45722,OKEEFE ASHENDEN LYONS & WARD,,CHICAGO,IL
45733,MILLER CASSIDY LARROCA & LEWIN,,WASHINGTON,DC
45744,CAMPAIGN FOR MEDICAL RESEARCH,,ALEXANDRIA,VA
45755,"LINET, PAUL E. LAW OFFICES OF",,ACTON,MA
45766,ALBEMARLE CORPORATION,,WASHINGTON,DC
45777,AMERICAN AIRLINES SPECIAL SERVICES OFFICE,,WASHINGTON,DC
45788,INTERNATIONAL ASSOCIATION OF FIRE CHIEFS,,McLean,VA
45790,BASS BERRY & SIMS,Law Firm,Nashville,TN
45802,"ALTMAN, RICHARD",,VIENNA,VA
45813,OUR ANIMAL WARDS,,VIENNA,VA
45824,"JULIANO, EDWARD F.",,ACTON,MA
45835,MR. RICHARD GOODSTEIN,Law/lobbying firm,Washington,DC
45857,"W.B. DRIGGERS AND ASSOCIATES, INC.",Government Relations Consulting,BURKE,VA
45868,"DAMATO, CHARLES RICHARD",,ANNAPOLIS,MD
45881,"KENNEDY, MORGAN J.",,SPRING LAKE,NY
45892,PUERTO RICAN AMERICAN FOUNDATION,,Springfield,VA
45915,ANTHONY GROUP,,,DE
45926,"KELMAN, STEVEN J.",,CONCORD,MA
45937,"HITACHI, LTD",technology & manufacturing,WASHINGTON,DC
45961,KHARE FOWLER INC.,,Columbia,SC
45983,VALENTE & ASSOCIATES,A Government Affairs Firm,WASHINGTON,DC
45994,IMPAX  CAPITAL CORP,,,
46005,GOVERNMENT EDGE INC,,COLUMBUS,OH
46027,PRIVATIZATION STRATEGIES,,MONTEAGLE,TN
46038,"JEFFREY J. KIMBELL & ASSOCIATES, INC.",Consulting Firm,Washington,DC
46040,OMEGA PROTEIN CORP,,HOUSTON,TX
46051,EDISON MISSION ENERGY,,WASHINGTON,DC
46062,"VIOHL & ASSOCIATES, INC.",Government Relations,WASHINGTON,DC
46073,BLUE CROSS & BLUE SHIELD OF OKLAHOMA,,TULSA,OK
46084,CAPITOL HILL ADVOCATES LLC,Government Relations Consulting,Rockledge,FL
46095,THE OUTLAW GROUP,Consulting firm,Alexandria,VA
46120,"KREMER, CECILE",,KANSAS CITY,MO
46131,ENLISTED ASSOCIATION OF THE NATIONAL GUARD OF THE UNITED STATES,Association,Alexandria,VA
46142,"SALLIE MAE, INC.",,WASHINGTON,DC
46153,BROWN NIETERT & KAUFMAN,,WASHINGTON,DC
46164,MIRANT CORPORATION,,WASHINGTON,DC
46186,GEOTHERMAL HEAT PUMP CONSORTIUM,,WASHINGTON,DC
46197,LARRY J. SILVERMAN,attorney,Takoma Park,MD
46200,ENRON WIND CORP,,LOS ANGELES,CA
46211,ELECTRICITY CONSUMERS RESOURCE COUNCIL (ELCON),,WASHINGTON,DC
46222,JOHN CARROLL UNIVERSITY,University -- higher education,UNIVERSITY HEIGHTS,OH
46233,AMERICAN RIGHT TO LIFE,,STERLING,VA
46244,TOMAHAWK II,,ALEXANDRIA,VA
46266,ASSOC FIRST CAPITAL CORP,,WASHINGTON,DC
46277,"PRICE, KEVIN S.",,MOORHEAD,MN
46288,COLLE & MCVOY  PUBLIC AFFAIRS INC,,MINNEAPOLIS,MN
46290,KENAN PATRICK JARBOE (SELF-EMPLOYED DOING BUSINESS AS JARBOE & ASSOCIATES),,WASHINGTON,DC
46324,NATIONAL AFFORDABLE HOUSING MANAGEMENT ASSOCIATION (NAHMA),,ALEXANDRIA,VA
46357,METRO AUGUSTA CHAMBER OF COMMERCE,,AUGUSTA,GA
46368,"CEASAR, MITCHELL",,PLANTATION,FL
46370,LANCO INTL,,HAZELCREST,IL
46381,SCHERDER AND ASSOCIATES[FORMERLY THE WILLARD GROUP],,Spotsylvania,VA
46392,"AMABILE, ANTHONY A.",,JERSEY CITY,NJ
46404,BILZIN SUMBERG DUNN PRICE & AXLEROD,,MIAMI,FL
46415,"GPA-I, LP",,MEMPHIS,TN
46426,GPA-BUFFER,,MEMPHIS,TN
46437,VIKKI COOPER & ASSOCIATES,Lobby firm,McLean,VA
46448,TELIGENT,,HERNDON,VA
46450,DOEPKIN KEEVICAN & WEISS,,PITTSBURGH,PA
46461,"TAGG, GEORGE C.",,CHEVY CHASE,MD
46472,"FONTHEIM PARTNERS, P.C.",,WASHINGTON,DC
46483,U.S. TIRE MANUFACTURERS ASSOCIATION,manufacturing trade association,WASHINGTON,DC
46494,MR. ROBERT WILSON,Law/Lobby Activity,Pinehurst,NC
46506,"PIKE, WILLIAM D.",,TONAWANDA,NY
46517,POLITY CONSULTING,,SILVER SPRING,MD
46528,WASHINGTON PUBLIC AFFAIRS GROUP,,BETHESDA,MD
46530,STUDENT LOAN FUNDING RESOURCES,,CINCINNATI,OH
46552,FEDERICO CONSULTING,,TOPEKA,KS
46563,"CASTILLO, A. MARIO",,WASHINGTON,DC
46585,"LIEBMAN & ASSOCIATES, INC.",Clean energy and environmental technology consulting,Washington,DC
46596,KLEINBARD BELL & BRECKER,,PHILADELPHIA,PA
46608,"FEHR, STEVEN A.",,KANSAS CITY,MO
46610,"MCAFEE, INC.",,SANTA CLARA,CA
46621,ENVIRONMENTAL TECHNOLOGY COUNCIL,National association for hazardous waste companies.,"Washington, DC",DC
46643,PIPER,,,DC
46665,SPINA BIFIDA ASSOCIATION OF AMERICA,,Alexandria,VA
46676,BLUE CROSS BLUE SHIELD OF MICHIGAN,,WASHINGTON,DC
46687,"ZION, ROGER",,WASHINGTON,DC
46698,WASHINGTON CONSULTING ALLIANCE,,WASHINGTON,DC
46701,CENTRUS ENERGY CORP.,,BETHESDA,MD
46712,MR. MICHAEL STRATTON,public relations,Denver,CO
46723,NORTH CAROLINA BAPTIST HOSPITAL,,WINSTON-SALEM,NC
46734,"ALCATEL-LUCENT USA INC. (FORMERLY ALCATEL USA RESOURCES, INC.)",,Washington,DC
46756,BOMBARDIER CAPITAL,,JACKSONVILLE,FL
46778,THE HOFFMAN GROUP,Public affairs consulting,Alexandria,VA
46780,INTERNATIONAL SLEEP PRODUCTS ASSOCIATION,,ALEXANDRIA,VA
46791,"LAWRENCE RYAN INTERNATIONAL, INC.",BUSINESS DEVELOPMENT & GOVERNMENT RELATIONS,POTOMAC,MD
46803,AMERICAN ASSOCIATION OF COLLEGES OF PHARMACY,,Arlington,VA
46814,HILARY SILLS,,WASHINGTON,DC
46825,AFSA DATA CORP,,LOMBARD,IL
46836,MILLENNIUM INTERMARKET GROUP,,WASHINGTON,DC
46847,"MCCLOUD, DAVID",,ARLINGTON,VA
46858,"WILLIAMS & ASSOC, PAT",,WASHINGTON,DC
46860,"MORGAN MEGUIRE, LLC",Lobbying Firm,WASHINGTON,DC
46871,SKYBRIDGE LTD PARTNERSHIP,,BETHESDA,MD
46882,CASPIAN BUSINESS GROUP,,ANNAPOLIS,MD
46893,LICHTMAN TRISTER SINGER & ROSS,,WASHINGTON,DC
46905,"SHAMI, SABA L.",,ALEXANDRIA,VA
46916,LEVINE & COMPANY,Consulting,Bethesda,MD
46927,"WIDES, BURTON V.",,WASHINGTON,DC
46938,"BARRETT, ARCHIE",,MONTEREY,CA
46940,FRESENIUS MEDICAL CARE NORTH AMERICA,"Fresenius Medical Care NA, integrated dialysis company",WASHINGTON,DC
46951,TEXAS MEDICAL ASSOCIATION,,AUSTIN,TX
46962,"BOERCKEL, WINFIELD A.",,ARLINGTON,VA
46973,"HARVEY, THOMAS E.",,NEW YORK,NY
46984,"DNBAR, AMY K.",,WASHINGTON,DC
47006,"VOLJAVEC, PATRICIA JARVIS ",,NEWPORT NEWS,VA
47017,ICO GLOBAL COMMUNICATIONS,,WASHINGTON,DC
47030,"ANDAHAZY & ASSOC, WILLIAM J.",,GRANSONVILLE,MD
47063,"KREBS, ROB",,WASHINGTON,DC
47074,MORSE CONSULTING,,GUILFORD,CT
47085,NATL HOME EQUITY MORTGAGE ASSN,,WASHINGTON,DC
47096,U.S. CENTRAL FEDERAL CREDIT UNION,,LEXENA,KS
47108,CAPITOL SOLUTIONS,Government Relations Consultants,Alexandria,VA
47110,THOMPSON COBURN LLP,Law firm,Washington,DC
47121,UNIVERSITY OF NORTH CAROLINA AT WILMINGTON,,WILMINGTON,NC
47132,COALITION FOR FEDERAL FINANCIAL ACCOUNTABILITY,,WASHINGTON,DC
47143,"TRUJILLO, TONY A. JR",,WASHINGTON,DC
47154,BUSINESS-GOVERNEMENT ASSOC,,WASHINGTON,DC
47165,MEAT & LIVESTOCK AUSTRALIA LIMITED,,WASHINGTON,DC
47176,ALEXANDER STRATEGY GROUP,12/31/2005,WASHINGTON,DC
47187,PAULEY MANAGEMENT INC.,Federal government affairs consulting.,Cocoa Beach,FL
47198,WHEAT GOVERNMENT RELATIONS,Government Relations Firm,Bethesda,MD
47201,WILLIAMS MULLEN,Law Firm,Washington,DC
47212,"GIBSON, STEPHEN R.",,ALEXANDRIA,VA
47223,"GRANT, MARGARETE A.",,ALEXANDRIA,VA
47234,"MITSCH, ROBERT F.",,ST PAUL,MN
47245,COUNTY CITY STATE TAXPAYER VOTERS ORGANIZATION,,ALEXANDRIA,VA
47256,US CONSTITUTION TASK FORCE,,NEW YORK,NY
47267,FEDERAL HEALTH STRATEGIES,,GREAT FALLS,VA
47278,CULLEN LAW FIRM,,WASHINGTON,DC
47280,HERRERA LONG & POUND,,SANTA FE,NM
47291,"WOOD, MAINES & NOLAN, P.C.",Law Firm,Arlington,VA
47303,AMERICAN SOCIETY OF RADIOLOGIC TECHNOLOGISTS,Professional association,ALBUQUERQUE,NM
47314,"DAIRY FARMERS OF AMERICA, INC.",,Kansas City,KS
47325,AMERICAN ASSN OF MACHINISTS & AEROSPACE WORKERS,,UPPER MARLBORO,MD
47336,LOWRY STRATEGIES,Governmental Consulting,Alexandria,VA
47347,BACINO & ASSOC,,ALEXANDRIA,VA
47358,RYAN,,,DC
47371,DOW BRANDS,,,DC
47382,ASSN FOR INTERACTIVE MEDIA,,NEW YORK,NY
47393,FORTIER GROUP,,WASHINGTON,DC
47405,NAVAL RESERVE ASSOCIATION,,ALEXANDRIA,VA
47416,"THE JONES COMPANY, LLC",Government Affairs,Washington,DC
47427,SETTLEMENT FUNDING,,WASHINGTON,DC
47438,BROWN DREW MASSEY & SULLIVAN,,CASPER,WY
47440,KENTUCKY BANKERS ASSN,,FRANKFORT,KY
47462,"WATSON, ROBERT L.",,ARLINGTON,VA
47473,"BRAMAN, EDWARD JAMES",,WASHINGTON,DC
47484,CABT,,SUN VALLEY,ID
47520,PANENERGY,,,VA
47531,ROCKY MOUNTAIN GOVERNMENT RELATIONS,,COLORADO SPRINGS,CO
47542,RONALD SYKES,,GAINESVILLE,VA
47553,"CARMEN, GERALD P.",,MANCHESTER,NH
47564,"FRAAS, CHARLOTTE JONES",,ALEXANDRIA,VA
47575,"PECARICH, PAMELA J.",,BAKERSFIELD,CA
47586,"CAMPBELL, JAN",,WASHINGTON,DC
47600,AMERICAN ASTRONOMICAL SOCIETY,Non-profit scientific membership organization,Washington,DC
47611,UNITED MOTORCOACH ASSOCIATION,,ALEXANDRIA,VA
47622,"THE C. L. A. GROUP, LLC","Strategic Government Communications, Lobbying and Advocacy Firm",Alexandria,VA
47633,ZIONIST ORGANIZATION OF AMERICA,,WASHINGTON,DC
47644,IMPACT,,WASHINGTON,DC
47655,SLR BUDGET & LEGISLATIVE CONSULTING,,WASHINGTON,DC
47666,CARONDELET HEALTH SYSTEM,,ST. LOUIS,MO
47677,"CACCHIONE, PATRICK J.",,ST. LOUIS,MO
47688,LEGACY GROUP,,WASHINGTON,DC
47690,OLYMPIC SERVICES,,SILVERDALE,WA
47702,IRANIAN TRADE ASSN,,SAN DIEGO,CA
47713,MCMILLAN TALLEY & ASSOC,,WASHINGTON,DC
47724,"ZUKOWSKI, ANDREW GEORGE",,COLUMBUS,OH
47735,"GONZALEZ & ASSOC, JIM",,SACRAMENTO,CA
47757,ALICIA DUGAN-SYKES,,GAINESVILLE,VA
47768,NATIONAL HEAD START ASSOCIATION,"Coalesce, inspire, and support the Head Start field as a leader.",ALEXANDRIA,VA
47792,DULLES CORRIDOR RAIL ASSOCIATION,,Reston,VA
47815,FEDER & SEMO,,WASHINGTON,DC
47826,ALLIANCE FOR CHILDREN AND FAMILIES,,Washington,DC
